,social_sciences?,international_migration?,authors,title,year,journal,affiliations,abstract
10,1,0,"Makarov V.L., Bakhtizin A.R., Beklaryan G.L., Akopov A.S., Strelkovskii N.V.",Simulation Of Migration And Demographic Processes Using Flame Gpu,2022,Business Informatics,"Central Economics and Mathematics Institute, Russian Academy of Sciences, 47, Nakhimovsky Prospect, Moscow, 117418, Russian Federation; HSE University, 20, Myasnitskaya Street, Moscow, 109028, Russian Federation; International Institute for Applied Systems Analysis (IIASA), 1, Schlossplatz, Laxenburg, A-2361, Austria","This article presents an approach to modeling migration and demographic processes using a framework designed for large-scale agent-based modeling – FLAME GPU. This approach is based on the previously developed simulation model of interaction between two communities: migrants and natives that is implemented in the AnyLogic simulation software. The model has had a low dimensionality of the discrete space representing the operating environment of the agent populations and a deterministic decision-making system of each agent. At the same time, the presence of multiple interactions between agents and transitions between their states determines a high computational complexity of such a model. The use of FLAME GPU makes it possible to conduct extensive simulation experiments with the model, mainly due to the parallelization of computational processes at the level of each agent, as well as the implementation of the mechanism of multiple computations using Monte Carlo techniques. The developed framework is used to study the impact of the most important parameters of the model (e.g., rate of migration, governmental expenditures on integration, frequency of creation of new workplaces, etc.) on the key outputs of the modeled socio-economic system (in particular, population size, share of migrants, number of assimilated migrants, GDP growth rate, etc.). The proposed approach can be used to develop decision-making systems for planning the hiring of new employees based on the forecast dynamics of migration and demographic processes. © Franz Steiner Verlag, Stuttgart 2022"
11,1,0,"Yang H., Ligmann-Zielinska A., Dou Y., Chung M.G., Zhang J., Liu J.",Complex Effects Of Telecouplings On Forest Dynamics: An Agent-Based Modeling Approach,2022,Earth Interactions,"State Key Laboratory of Urban and Regional Ecology, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Beijing, China; Global Development Policy Center, Boston University, Boston, MA, United States; Center for Systems Integration and Sustainability, Department of Fisheries and Wildlife, Michigan State University, East Lansing, MI, United States; Key Laboratory of Southwest China Wildlife Resources Conservation, China West Normal University, Sichuan Province, Nanchong, China; Department of Geography, Environment, and Spatial Sciences, Michigan State University, East Lansing, MI, United States; Department of Natural Resources, Faculty of Geo-information Science and Earth Observation (ITC), University of Twente, Enschede, Netherlands","Rural areas are increasingly subject to the effects of telecouplings (socioeconomic and environmental interactions over distances) whereby their human and natural dynamics are linked to socioeconomic and environmental drivers operating far away, such as the growing demand for labor and ecosystem services in cities. Although there have been many studies evaluating the effects of telecouplings, telecouplings in those studies were often investigated separately, and how telecouplings may interact and affect dynamics of rural coupled human and natural systems (CHANS) jointly was rarely evaluated. In this study, we developed an agent-based model and simulated the impacts of two globally common telecouplings, nature-based tourism and labor migration, on forest dynamics of a rural CHANS, China’s Wolong Nature Reserve (Wolong). Nature-based tourism and labor migration can facilitate forest recovery, and the predicted forest areas in Wolong in 2030 would be reduced by 26.2 km2 (6.8%) and 23.9 km2 (6.2%), respectively, without their effects. However, tourism development can significantly reduce the probability of local households to have member(s) outmigrate to work in cities and decrease the positive impact of labor migration on forest recovery. Our simulations show that the interaction between tourism and labor migration can reduce the potential forest recovery by 3.5 km2 (5.0%) in 2030. Our study highlights that interactions among different telecouplings can generate significant impacts on socioeconomic and environmental outcomes and should be jointly considered in the design, management, and evaluation of telecouplings for achieving sustainable development goals. © 2022, American Meteorological Society. All rights reserved."
12,0,0,"Gomez J., Holmes N., Hansen A., Adhikarla V., Gutova M., Rockne R.C., Cho H.",Mathematical Modeling Of Therapeutic Neural Stem Cell Migration In Mouse Brain With And Without Brain Tumors,2022,Mathematical Biosciences and Engineering,"Department of Mathematics, University of California, Riverside, Riverside, CA  92521, United States; Division of Mathematical Oncology, Department of Computational and Quantitative Medicine, Beckman Research Institute, City of Hope National Medical Center, Duarte, CA  91010, United States; Department of Stem Cell Biology and Regenerative Medicine, Beckman Research Institute, City of Hope National Medical Center, Duarte, CA  91010, United States","Neural stem cells (NSCs) offer a potential solution to treating brain tumors. This is because NSCs can circumvent the blood-brain barrier and migrate to areas of damage in the central nervous system, including tumors, stroke, and wound injuries. However, for successful clinical application of NSC treatment, a sufficient number of viable cells must reach the diseased or damaged area(s) in the brain, and evidence suggests that it may be affected by the paths the NSCs take through the brain, as well as the locations of tumors. To study the NSC migration in brain, we develop a mathematical model of therapeutic NSC migration towards brain tumor, that provides a low cost platform to investigate NSC treatment efficacy. Our model is an extension of the model developed in Rockne et al. (PLoS ONE 13, e0199967, 2018) that considers NSC migration in non-tumor bearing naive mouse brain. Here we modify the model in Rockne et al. in three ways: (i) we consider three-dimensional mouse brain geometry, (ii) we add chemotaxis to model the tumor-tropic nature of NSCs into tumor sites, and (iii) we model stochasticity of migration speed and chemosensitivity. The proposed model is used to study migration patterns of NSCs to sites of tumors for different injection strategies, in particular, intranasal and intracerebral delivery. We observe that intracerebral injection results in more NSCs arriving at the tumor site(s), but the relative fraction of NSCs depends on the location of injection relative to the target site(s). On the other hand, intranasal injection results in fewer NSCs at the tumor site, but yields a more even distribution of NSCs within and around the target tumor site(s). © 2022 the Author(s), licensee AIMS Press."
13,1,0,"Overwater A., Yorke-Smith N.",Agent-Based Simulation Of Short-Term Peer-To-Peer Rentals: Evidence From The Amsterdam Housing Market,2022,Environment and Planning B: Urban Analytics and City Science,"Delft University of Technology, Netherlands","Gentrification, displacement and social exclusion are hot topics of debate in the city of Amsterdam, the Netherlands. A current phenomena is short-term rentals of private homes. In its peer-to-peer form, this phenomena has grown sharply, facilitated by services such as Airbnb. Its growth has caused controversies among communities in touristic areas of Amsterdam, since it contributes to a changed social fabric, increased housing prices and overall gentrification. In the Netherlands and elsewhere, municipal and national policy makers are interested to regulate short-term rentals. In order to provide insights into qualitative policy effects, we develop a micro-level agent-based simulation. Our spatial model simulates residential migration based on income and house pricing. The underlying economic theory is that of Smith’s rent-gap hypothesis. Our model is among the first agent-based approaches investigating this type of rental market, and the first to model a specific housing market, including social housing, in a geographically accurate way. Simulation analysis shows that the touristic rental market has caused considerable changes in housing prices and population development. We find that more lower income citizens remain in the city centre when regulation of the market is stronger, and that banning the touristic market restrains the overall increase in house prices, compared to the business-as-usual scenario. However, the feasibility of enforcement of regulation, and its libertarian consequences, must be considered. © The Author(s) 2021."
14,1,0,"Sego T.J., Aponte-Serrano J.O., Gianlupi J.F., Glazier J.A.","Generation Of Multicellular Spatiotemporal Models Of Population Dynamics From Ordinary Differential Equations, With Applications In Viral Infection",2021,BMC Biology,"Department of Intelligent Systems Engineering and Biocomplexity Institute, Indiana University, Bloomington, IN, United States","Background: The biophysics of an organism span multiple scales from subcellular to organismal and include processes characterized by spatial properties, such as the diffusion of molecules, cell migration, and flow of intravenous fluids. Mathematical biology seeks to explain biophysical processes in mathematical terms at, and across, all relevant spatial and temporal scales, through the generation of representative models. While non-spatial, ordinary differential equation (ODE) models are often used and readily calibrated to experimental data, they do not explicitly represent the spatial and stochastic features of a biological system, limiting their insights and applications. However, spatial models describing biological systems with spatial information are mathematically complex and computationally expensive, which limits the ability to calibrate and deploy them and highlights the need for simpler methods able to model the spatial features of biological systems. Results: In this work, we develop a formal method for deriving cell-based, spatial, multicellular models from ODE models of population dynamics in biological systems, and vice versa. We provide examples of generating spatiotemporal, multicellular models from ODE models of viral infection and immune response. In these models, the determinants of agreement of spatial and non-spatial models are the degree of spatial heterogeneity in viral production and rates of extracellular viral diffusion and decay. We show how ODE model parameters can implicitly represent spatial parameters, and cell-based spatial models can generate uncertain predictions through sensitivity to stochastic cellular events, which is not a feature of ODE models. Using our method, we can test ODE models in a multicellular, spatial context and translate information to and from non-spatial and spatial models, which help to employ spatiotemporal multicellular models using calibrated ODE model parameters. We additionally investigate objects and processes implicitly represented by ODE model terms and parameters and improve the reproducibility of spatial, stochastic models. Conclusion: We developed and demonstrate a method for generating spatiotemporal, multicellular models from non-spatial population dynamics models of multicellular systems. We envision employing our method to generate new ODE model terms from spatiotemporal and multicellular models, recast popular ODE models on a cellular basis, and generate better models for critical applications where spatial and stochastic features affect outcomes. © 2021, The Author(s)."
15,0,0,"Ward E.M., Solari K.A., Varudkar A., Gorelick S.M., Hadly E.A.",Muskrats As A Bellwether Of A Drying Delta,2021,Communications Biology,"Department of Earth System Science, Stanford University, Stanford, CA, United States; Department of Biology, Stanford University, Stanford, CA, United States","Wetlands worldwide are under threat from anthropogenic impacts. In large protected North American areas such as Yellowstone and Wood Buffalo National Parks, aquatic habitats are disappearing and wetland-dependent fauna are in decline1–3. Here we investigate population dynamics of an indicator species in Canada’s Peace-Athabasca Delta (“the delta”), a World Heritage Site. Based on population surveys, habitat mapping and genetic data from 288 muskrats, we use agent-based modeling and genetic analyses to explain population expansion and decline of the semi-aquatic muskrat (Ondatra zibethicus). Simulations quantify a large population (~500,000 individuals) following flood-induced habitat gains, with decreased size (~10,000 individuals) during drying. Genetic analyses show extremely low long-term effective population size (Ne: 60–127), supporting a legacy of population bottlenecks. Our simulations indicate that the muskrat population in the delta is a metapopulation with individuals migrating preferentially along riparian pathways. Related individuals found over 40 km apart imply dispersal distances far greater than their typical home range (130 m). Rapid metapopulation recovery is achieved via riparian corridor migration and passive flood-transport of individuals. Source-sink dynamics show wetland loss impacts on the muskrat metapopulation’s spatial extent. Dramatic landscape change is underway, devastating local fauna, including this generalist species even in a protected ecosystem. © 2021, The Author(s)."
16,1,0,"Rodriguez-Lopez J.M., Schickhoff M., Sengupta S., Scheffran J.",Technological And Social Networks Of A Pastoralist Artificial Society: Agent-Based Modeling Of Mobility Patterns,2021,Journal of Computational Social Science,"Research Group Climate Change and Security (CLISEC), Institute of Geography, University of Hamburg, Hamburg, Germany; Max-Planck Institute for Meteorology, Hamburg, Germany; Climate Service Center Germany (GERICS), Helmholtz‐Zentrum Geesthacht, Hamburg, 20095, Germany","This paper explores the advantages of simulation to raise the question of how digital and social networks affect the mobility in a pastoralist artificial society in the context of environmental degradation. We aim to explore mechanisms and develop scenarios, which are going to be validated through further research. We use a model of a simple pastoralist society in a world without borders to migration by adding the possibility of experiencing the effects of social structures (such as family and friends) and technological networks (e.g., social media). It appears obvious that pastoralist mobility depends on other dimensions as land tenure and traditional knowledge; however, isolating these two effects and experimenting in a simple society allow us to filter the multidimensionality of mobility decisions and concentrate on comparing scenarios in several different social structures and technological network combinations. The results show an expected behavior of more connection and more mobility, and a non-linear emergent behavior where pastoralists wait for a longer amount of time to mobilize when they interact using powerful social and technological networks. This occurs until they decide to move, and then, they mobilize more quickly and strongly than they did when communication was non-existent between them. The literature on migration explains this emergent non-linear behavior. © 2021, The Author(s)."
17,0,0,"Gross E.S., Holleman R.C., Thomas M.J., Fangue N.A., Rypel A.L.",Development And Evaluation Of A Chinook Salmon Smolt Swimming Behavior Model,2021,Water (Switzerland),"Department of Civil and Environmental Engineering, University of California Davis, One Shields Avenue, Davis, CA  95616, United States; Resource Management Associates, 1756 Picasso Avenue, Suite G, Davis, CA  95618, United States; Center for Watershed Sciences, University of California, Davis, One Shields Avenue, Davis, CA  95616, United States; Department of Wildlife, Fish and Conservation Biology, University of California, Davis, One Shields Avenue, Davis, CA  95616, United States","Hydrologic currents and swimming behavior influence routing and survival of emigrating Chinook salmon in branched migratory corridors. Behavioral particle-tracking models (PTM) of Chinook salmon can estimate migration paths of salmon using the combination of hydrodynamic velocity and swimming behavior. To test our hypotheses of the importance of management, models can simulate historical conditions and alternative management scenarios such as flow manipulation and modification of channel geometry. Swimming behaviors in these models are often specified to match aggregated observed properties such as transit time estimated from acoustic telemetry data. In our study, we estimate swimming behaviors at 5 s intervals directly from acoustic telemetry data and concurrent high-resolution three-dimensional hydrodynamic model results at the junction of the San Joaquin River and Old River in the Sacramento-San Joaquin Delta, California. We use the swimming speed dataset to specify a stochastic swimming behavior consistent with observations of instantaneous swimming. We then evaluate the effect of individual components of the swimming formulation on predicted route selection and the consistency with observed route selection. The PTM predicted route selection fractions are similar among passive and active swimming behaviors for most tags, but the observed route selection for some tags would be unlikely under passive behavior leading to the conclusion that active swimming behavior influenced the route selection of several tagged smolts. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
18,0,0,"Klimenko A., Matushkin Y., Kolchanov N., Lashin S.",Leave Or Stay: Simulating Motility And Fitness Of Microorganisms In Dynamic Aquatic Ecosystems,2021,Biology,"Systems Biology Department, Institute of Cytology and Genetics, Siberian Branch of the Russian Academy of Science, Lavrentiev avenue 10, Novosibirsk, 630090, Russian Federation; Kurchatov Genomics Center, Institute of Cytology and Genetics, Siberian Branch of the Russian Academy of Science, Lavrentiev avenue 10, Novosibirsk, 630090, Russian Federation; Natural Science Department, Novosibirsk State University, Pirogova st. 1, Novosibirsk, 630090, Russian Federation","Motility is a key adaptation factor in scarce marine environments inhabited by bacteria. The question of how a capacity for adaptive migrations influences the success of a microbial population in various conditions is a challenge addressed in this study. We employed the agent-based model of competition of motile and sedentary microbial populations in a confined aquatic environment supplied with a periodic batch nutrient source to assess the fitness of both. Such factors as nutrient concentration in a batch, batch period, mortality type and energetic costs of migration were considered to determine the conditions favouring different strategies: Nomad of a motile population and Settler of a sedentary one. The modelling results demonstrate that dynamic and nutrient-scarce environments favour motile populations, whereas nutrient-rich and stagnant environments promote sedentary microorganisms. Energetic costs of migration determine whether or not the Nomad strategy of the motile population is successful, though it also depends on such conditions as nutrient availability. Even without penalties for migration, under certain conditions, the sedentary Settler population dominates in the ecosystem. It is achieved by decreasing the local nutrient availability near the nutrient source, as motile populations relying on a local optimizing strategy tend to follow benign conditions and fail, enduring stress associated with crossing the valleys of suboptimal nutrient availability. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
19,0,0,"Skov H., Theophilus T.Z.E., Heinänen S., Fauchald P., Madsen M., Mortensen J.B., Uhrenholdt T., Thomsen F.",Real-Time Predictions Of Seabird Distribution Improve Oil Spill Risk Assessments,2021,Marine Pollution Bulletin,"DHI, Agern Alle 5, Hørsholm, DK-2970, Denmark; DHI Water & Environment Pte. Ltd., 1 Cleantech Loop, #03-05 CleanTech One, Singapore, 637141, Singapore; Norwegian Institute for Nature Research, Framcenter, Postboks 6606, Langnes, Tromsø, 9296, Norway","Current knowledge of the distribution of sensitive seabirds is inadequate to safeguard seabird populations from impacts of oil spills in the Arctic. This gap is mainly driven by the fact that statistical models applied to survey data are coarse-scale and static with limited documentation of the distributional dynamics and patchiness of seabirds relevant to risk assessments related to oil spills. This paper describes a dynamic modelling framework solution for prediction of fine-scale densities and movements of seabirds in close-to-real time using fully integrated 3-D hydrodynamic models, dynamic habitat suitability models and agent-based models. The modelling framework has been developed and validated for the swimming migration of Brünnich's Guillemot Uria lomvia in the Barents Sea. The results document that the distributional dynamics of Brünnich's Guillemot and other seabird species to a large degree can be simulated with in-situ state variables and patterns reflecting the physical meteorology and oceanography and habitat suitability. © 2021"
20,0,0,"García Aguilar I., Muñoz Gallego A.",A Threat Model Analysis Of A Mobile Agent-Based System On Raspberry Pi,2021,ACM International Conference Proceeding Series,"University of M laga, M laga, Spain","Security is considered one of the critical points in any computer system. Nowadays, a multitude of protocols and computer models are appearing along with new attacks increasing the need to develop solutions. This work focuses on the protection of the agent as well as the information it processes in a distributed environment throughout the network. Mobile agents move between various network-enabled platforms to process the information they manage. To simulate an environment based on the Internet of Things (IoT), a scheme has been presented which details the necessary steps to be carried out by the agent to perform the migration. Today it was proved that there is no infallible solution that guarantees the security of the whole system. However, the importance of security mechanisms to reduce and/or mitigate security threats is fundamental. This work is a study based on a mobile agent-based approach that travels from host to host. A review of different threats to this particular model is presented. Throughout this work a detailed study is presented based on the migration protocol of the agents, which will be determined by using modeling tools such as Microsoft Modeling Tool (MMT) used in this case, to discover and detail each of the threats presented by this protocol. Additionally, an alternative as a solution according to a protocol that runs thanks to the implementation of hardware elements is proposed, which makes use of a TPM, thus determining which threats are mitigated or solved by implementing such hardware in conjunction with the protocol developed for this purpose. © 2021 ACM."
